elo_home,elo_away,elo_diff,home_adv,ppg5_home,ppg5_away,ppg10_home,ppg10_away,gf5_home,ga5_home,gf5_away,ga5_away,gd10_home,gd10_away,streak_home,streak_away,rest_home,rest_away,h2h_winrate_home,h2h_drawrate,h2h_gd_home,h2h_games,importance,home_score
1580.9333770774122,1375.1644587601663,270.76891831724583,1,0.6,0.2,1.5,1.0,1.2,1.8,0.8,2.0,1.0,-0.4,-3,-1,31,5,0.5,0.25,0.0,0,20.0,3
1540.012243300889,1656.8771080954502,-116.8648647945613,0,1.6,2.0,1.2,1.6,1.0,0.4,1.6,1.2,0.0,0.2,0,2,90,5,0.13333333333333333,0.4,-0.26666666666666666,15,20.0,1
1702.4856433146908,1540.0958186950277,227.38982461966316,1,1.4,1.6,1.7,1.6,1.2,1.0,1.8,1.0,0.5,0.4,-1,-1,30,31,0.75,0.25,3.0,8,50.0,2
2034.8708878203097,1732.7862274070071,367.0846604133026,1,2.0,0.6,2.2,1.1,1.2,0.4,0.2,0.6,2.2,0.0,-1,-1,29,29,0.3125,0.5,0.375,16,20.0,3
1707.4468685494837,1840.416811402694,-67.96994285321034,1,0.6,1.8,0.9,1.9,0.6,1.4,3.8,0.8,-0.4,2.2,-1,1,29,35,0.16666666666666666,0.16666666666666666,-1.1666666666666667,6,20.0,0
1645.2895960459,1630.601594700557,79.68800134534308,1,1.8,1.8,1.4,1.8,1.2,0.8,1.8,1.4,0.1,0.3,0,0,29,29,0.0,1.0,0.0,2,50.0,0
1806.5652273522821,1751.5256885477006,120.03953880458153,1,1.0,2.2,1.8,2.0,1.0,1.4,1.0,0.4,0.3,0.4,0,2,29,29,0.5,0.5,1.0,2,50.0,1
1657.4315507536712,1670.4294273406797,52.00212341299152,1,0.4,0.4,0.6,1.0,0.6,1.8,0.8,1.6,-1.4,-0.3,-2,-2,29,29,0.25,0.25,-0.5,4,50.0,1
1784.1177693812529,1719.816809352905,129.30096002834784,1,2.0,0.6,1.3,1.6,1.4,0.8,0.8,2.4,-0.3,-0.3,0,-2,29,29,0.6363636363636364,0.09090909090909091,1.0,11,50.0,2
1868.1255288466623,1841.3794420218444,91.7460868248179,1,2.0,2.4,2.1,1.9,0.6,0.6,3.2,0.6,0.5,1.2,1,3,29,90,0.0,0.0,-2.0,1,20.0,0
1774.0019295701088,1452.9839001506293,386.0180294194795,1,1.6,1.6,1.7,1.3,1.8,1.0,1.2,0.8,0.6,-0.2,0,-1,31,90,0.3333333333333333,0.6666666666666666,1.3333333333333333,3,50.0,4
1608.3228525811255,1239.1999554525055,434.12289712862,1,1.4,1.2,1.3,0.6,1.0,1.2,1.2,1.8,-0.2,-1.0,-1,-2,33,90,0.5,0.25,0.0,0,50.0,2
1787.9627653711436,1432.1401927220898,420.8225726490539,1,1.6,0.8,1.8,0.9,1.6,1.2,0.6,1.0,0.4,-0.7,0,-3,31,31,0.7,0.2,1.4,20,50.0,4
1387.804697038823,1402.5770100894272,50.227686949395775,1,1.2,1.0,1.1,0.8,1.0,1.8,1.0,1.2,-0.6,-0.6,2,0,31,7,0.3333333333333333,0.0,-0.3333333333333333,3,50.0,1
1671.1124199602882,1439.6881582378865,296.42426172240175,1,1.6,1.4,1.5,1.3,1.8,1.0,1.0,1.2,0.6,-0.2,2,0,35,36,0.5,0.25,0.5,4,50.0,1
1742.046096427358,1428.7094289949202,378.3366674324377,1,2.2,1.0,1.7,0.7,1.8,0.4,0.8,1.0,0.8,-0.7,0,-2,31,33,0.5,0.25,0.0,0,50.0,1
1872.2085938041698,1912.3444324011464,24.864161403023445,1,1.0,0.4,0.7,0.9,1.4,1.6,1.0,1.8,-0.6,-0.3,0,-1,31,31,0.5432098765432098,0.1728395061728395,0.2839506172839506,81,50.0,2
2064.5008273504973,1978.9768773456208,150.5239500048765,1,2.0,1.6,1.7,1.9,1.4,1.0,1.8,1.8,0.3,0.3,0,-1,31,31,0.2926829268292683,0.24390243902439024,-0.2926829268292683,41,50.0,0
1852.5583536637896,1641.7252026074764,210.83315105631323,0,2.0,1.2,2.2,1.5,1.6,0.4,0.6,1.6,1.6,0.0,1,2,31,31,1.0,0.0,3.0,1,20.0,1
