elo_home,elo_away,elo_diff,home_adv,ppg5_home,ppg5_away,ppg10_home,ppg10_away,gf5_home,ga5_home,gf5_away,ga5_away,gd10_home,gd10_away,streak_home,streak_away,rest_home,rest_away,h2h_winrate_home,h2h_drawrate,h2h_gd_home,h2h_games,importance,away_score
1819.2127043024418,1942.9179082093742,-58.70520390693241,1,0.8,1.2,1.5,1.7,1.2,1.4,1.6,2.4,0.6,0.2,0,-1,28,28,0.1111111111111111,0.5555555555555556,-0.4444444444444444,9,20.0,3
1672.543357223193,1404.413919664955,333.1294375582379,1,2.6,0.8,1.9,0.8,2.0,0.0,0.4,1.2,0.9,-0.7,4,0,28,29,0.5,0.25,0.0,0,20.0,0
893.6431524223018,1260.7976706376146,-302.1545182153128,1,0.2,0.8,0.1,0.7,0.0,2.4,0.6,0.8,-3.7,-0.8,0,-1,29,29,0.0,0.25,-1.25,4,20.0,3
1692.644011818714,1519.9283893453107,237.7156224734033,1,0.8,1.4,1.1,0.8,1.0,2.0,1.2,1.2,-0.8,-0.8,-3,1,28,28,0.5,0.5,1.0,4,20.0,3
2118.4802226099782,1134.98720382476,1048.4930187852183,1,2.2,0.4,2.3,0.6,1.8,0.2,0.2,1.0,2.2,-1.0,1,-1,28,29,1.0,0.0,4.2,5,20.0,0
1903.8220181933061,1930.0273760007958,38.79464219251031,1,2.0,1.2,2.3,1.7,2.0,0.6,1.0,2.8,1.4,-0.5,1,1,28,29,0.375,0.25,0.0,8,20.0,0
1527.1430640547603,1391.7240207427528,200.4190433120075,1,1.6,1.0,1.3,0.6,0.8,0.4,0.6,1.4,-0.1,-0.9,2,1,33,31,0.5,0.0,-0.5,2,50.0,1
2024.1768825973002,2086.696130596973,2.4807520003273567,1,1.0,1.6,1.8,1.9,0.4,0.6,1.2,0.4,1.1,2.0,0,-1,28,29,0.5,0.08333333333333333,0.08333333333333333,12,20.0,1
1247.3113324683945,1181.2320979224298,131.0792345459647,1,1.6,1.4,0.8,0.9,1.2,0.8,0.8,1.0,-1.2,-1.4,1,0,29,29,0.75,0.25,2.0,4,20.0,0
1575.469382818557,1402.7732070714642,237.69617574709287,1,2.0,0.8,1.4,0.8,1.4,0.6,0.8,1.4,-0.6,-0.5,-1,-1,29,28,1.0,0.0,3.6666666666666665,3,20.0,0
1560.3868809614246,1569.5252435165646,55.86163744485998,1,1.0,0.4,1.2,0.8,0.4,0.6,0.6,1.2,0.1,-0.6,0,0,28,28,0.0,0.5,-1.5,2,20.0,1
2149.385086656428,1937.1355317980535,277.2495548583745,1,2.0,0.4,2.5,1.4,2.2,1.0,1.2,1.8,2.9,0.8,1,0,28,29,0.4827586206896552,0.20689655172413793,0.3793103448275862,29,20.0,1
2000.3686742138007,1863.5891126816834,201.7795615321172,1,2.0,0.6,2.1,1.6,1.6,0.4,0.6,1.8,1.7,0.1,3,-2,28,28,0.37735849056603776,0.18867924528301888,-0.12264150943396226,106,20.0,0
2138.8155767953294,1750.165188725731,453.6503880695984,1,2.6,1.8,2.6,1.5,2.8,0.8,1.0,1.2,1.7,0.0,1,2,28,28,1.0,0.0,1.875,8,20.0,2
1554.0213180718056,1241.3144696134416,377.706848458364,1,0.2,1.2,0.5,0.6,0.4,1.6,0.6,2.8,-1.4,-2.5,-4,1,28,32,0.5,0.25,0.0,0,20.0,0
1678.2901858130963,1362.43212620886,380.85805960423636,1,1.6,0.2,1.8,0.7,1.0,0.6,0.2,1.4,0.3,-1.2,0,0,28,29,0.6666666666666666,0.2222222222222222,0.9629629629629629,27,20.0,1
2029.9791836165462,1430.9522883941381,664.0268952224078,1,1.8,0.4,2.4,0.3,1.8,0.4,1.0,2.0,2.6,-1.8,0,0,28,28,1.0,0.0,2.3333333333333335,6,20.0,0
1389.7791260713059,1320.1102850554173,134.66884101588857,1,1.6,2.0,1.1,1.3,1.2,1.0,1.4,1.4,-1.1,-1.3,0,1,28,29,0.75,0.125,0.875,8,20.0,1
1463.6057144695612,1836.7280388623865,-308.12232439282525,1,1.8,2.4,0.9,2.2,1.4,1.0,1.6,1.0,-1.0,0.6,2,3,29,28,0.0,0.0,-3.6666666666666665,6,20.0,3
2027.4282183106504,1784.2077795362932,308.2204387743575,1,1.4,1.8,2.0,1.8,2.0,1.8,1.6,1.2,1.5,0.5,0,-1,29,28,0.75,0.0,0.625,8,20.0,0
1543.590971823197,1457.8037730606925,150.78719876250443,1,2.0,1.8,1.7,1.6,1.2,1.0,1.6,1.0,0.3,0.4,-1,1,32,34,0.0,0.5,-0.5,2,50.0,1
1644.791419980817,1447.3290966181494,262.4623233626676,1,2.0,1.0,1.8,1.4,1.4,0.6,0.4,0.8,0.5,0.0,3,0,31,32,0.75,0.25,1.0,4,50.0,1
1616.6115986077448,1212.5100063985092,469.1015922092356,1,1.6,1.4,1.6,0.8,0.8,0.4,0.8,0.8,0.3,-0.8,1,0,90,30,0.6666666666666666,0.3333333333333333,2.6666666666666665,3,50.0,0
1758.8105713188947,1390.5245925053116,433.28597881358314,1,2.0,1.0,1.9,1.2,1.8,1.0,1.4,1.4,0.8,0.0,1,0,31,6,0.7272727272727273,0.09090909090909091,1.4545454545454546,11,50.0,0
1496.9147505124806,1394.619057921073,167.29569259140771,1,1.6,1.4,1.3,1.2,1.4,1.2,2.0,1.0,0.1,0.3,-1,-2,33,90,0.5,0.25,0.0,0,50.0,0
2047.8354059924325,1847.8927129300953,264.94269306233696,1,2.6,1.8,2.1,1.3,2.4,0.8,1.0,0.6,1.1,0.0,2,1,30,30,0.5294117647058824,0.3137254901960784,1.0294117647058822,102,50.0,1
1543.1865056345143,1385.588217368945,222.5982882655694,1,1.2,0.4,1.4,0.7,1.0,2.0,0.0,0.6,-0.5,-0.4,1,-1,32,90,0.625,0.1875,1.0625,16,50.0,1
1875.779869594411,1523.447127724773,417.33274186963786,1,2.6,1.6,2.4,1.1,2.4,0.4,1.0,0.6,1.3,-0.3,0,0,30,32,0.3333333333333333,0.5,0.5,6,50.0,1
1491.997843481915,1225.5830195517613,331.4148239301537,1,0.8,0.4,1.0,0.3,0.8,1.2,0.8,2.2,-0.1,-1.7,-1,-2,34,90,1.0,0.0,1.5,2,50.0,0
1702.4867677740265,1540.096745706765,227.3900220672615,1,1.4,1.6,1.7,1.6,1.2,1.0,1.8,1.0,0.5,0.4,-1,-1,30,31,0.75,0.25,3.0,8,50.0,1
1668.9632753704414,1475.660744112143,258.30253125829836,1,1.4,2.0,1.3,1.6,0.2,0.0,1.4,1.0,0.2,0.2,0,-1,30,30,0.75,0.0,1.75,4,50.0,1
1635.1728218302992,1838.3812928700715,-138.20847103977235,1,0.6,1.2,0.3,1.3,1.0,3.0,1.6,2.0,-2.0,-0.3,-2,1,30,30,0.1935483870967742,0.3870967741935484,-0.6129032258064516,31,50.0,3
1784.119598193835,1719.818573902352,129.30102429148292,1,2.0,0.6,1.3,1.6,1.4,0.8,0.8,2.4,-0.3,-0.3,0,-2,29,29,0.6363636363636364,0.09090909090909091,1.0,11,50.0,1
